input_utterance,utterance_template,intent,seed_id,source,paraphrase_value,paraphrase_template,bertscore,ted,duplicate,semantics,selected_templates_related_paraphrases,ted_to_selected_templates,_is_similar
what is the cheapest one way fare from boston to baltimore,( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),airfare,45,ATIS,"What is the amount of money I need if I want a ticket that goes solely in one direction and it's very cheap, going specifically between these two cities: Boston and Baltimore?",( SBARQ ( WHNP ( WP ) ) ( SQ ( SQ ) ) ( . ) ),0.86286604,3.0,False,True,"['find places that have Join the Dots: B-sides and Rarities', 'Can you show me the best three convenience stores around Newtown?']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 8.0}",False
what is the ground transportation from oakland to san francisco,( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),ground_service,46,ATIS,Can you tell me how to get from Oakland to San Francisco using ground transportation?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( SBAR ) ) ( . ) ),0.888006,8.0,False,True,"['find all the airlines that fly from Boston to Denver', 'Can you give me a rating for With Lee in Virginia, A Story of the American Civil War chronicle 4 out of 6?']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 1.0}",True
can i get a rental car in dallas,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ),ground_service,47,ATIS,I would like to know if I can rent a car in Dallas.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),0.8992428,6.0,False,True,"['find showtimes for the movie The Caretaker at Fox Theatres', 'Can you tell me the current temperature in Pesotum?']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False
what airlines fly between boston and atlanta,( SBAR ( WHNP ( WP ) ) ( S ( NP ) ( VP ) ) ),airline,48,ATIS,Can you provide a list of airlines that fly from Boston to Atlanta?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),0.88401073,7.0,False,True,"['Find videos on cooking', 'Can you tell me the distance of the closest cab?']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 1.0}",True
show me the airlines between boston and denver,( S ( VP ( VB ) ( S ) ) ),airline,49,ATIS,I want to see the airlines operating between Boston and Denver.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ( . ) ),0.8973797,4.0,False,True,"['Find videos about cooking', 'Can you give me information about three barbershops located in Newtown?']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False
what does ls stand for,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ),abbreviation,50,ATIS,can you tell me the definition of ls?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),0.8357909,8.0,False,True,"['include Kirk Hammett in my Party playlist', ""Could you give me your feedback on With Lee in Virginia, A Story of the American Civil War chronicle's fourth installment?""]","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 0.0}",True
what does dfw mean,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ),abbreviation,51,ATIS,Can you explain what dfw means?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( SBAR ) ) ( . ) ),0.9139747,8.0,False,True,"['Find videos on cooking', 'Can you tell me the proximity of the nearest taxi?']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 2.0}",True
What is the forecast for Harrison-Crawford State Forest,( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),GetWeather,21,SNIPS,Can you tell me what the prediction is for the weather in Harrison-Crawford State Forest?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( SBAR ) ) ( . ) ),0.93204826,8.0,False,True,"['locate Fox Theatres that are showing The Caretaker', ""Can you show me the ratings for McDonald's on Kensington street?""]","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 1.0}",True
Terminate i-a541 now,( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),EndEC2Instance,1,ParaQuality,Stop i-a541 at once,( S ( VP ( VB ) ( NP ) ( PP ) ) ),0.92242193,1.0,False,True,"['Craft a comment stating that it is the best voice of all time', 'Can you tell me the weather forecast for Harrison-Crawford State Forest?']","{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",True
Search for cooking videos,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),SearchWeb,2,ParaQuality,Look up videos on how to cook,( S ( VP ( VB ) ( PRT ) ( NP ) ) ),0.907669,4.0,False,True,"['Find a couple of great pictures that go well with Opera House, sized at 1024px * 768px', 'Can you find me a pub that serves Italian dressing for a group of 5 people on February 11, 2033?']","{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",True
Find most popular photos tagged #LOVE,( S ( S ( VP ) ) ( VP ( VBP ) ) ),SearchWeb,3,ParaQuality,Find the trending pictures with the hashtag #LOVE.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),0.93121356,5.0,False,True,"['define dfw', 'Can you find me a pub with Italian dressing where I can host a party for 5 people on February 11, 2033?']","{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",True
Search for a few nice photos matching Opera House with size 1024px * 768px,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),SearchWeb,4,ParaQuality,Can you find some nice pictures of the Opera House that are sized at 1024px * 768px?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),0.93054235,6.0,False,True,"['Find videos on cooking', 'Can you tell me the current temperature in Pesotum?']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 1.0}",True
Are the burglar alarms in the office malfunctioning ?,( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),CheckDevice,5,ParaQuality,Are there any issues with the burglar alarms in the office?,( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( PP ) ) ( . ) ),0.9388339,8.0,False,True,"['display the list of airlines operating between Boston and Denver', 'Can you show me the most recent scientific paper on Machine Learning?']","{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False
Is the TV in the house off ?,( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),CheckDevice,6,ParaQuality,Can you confirm if the TV is off at home?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( SBAR ) ) ( . ) ),0.9072891,8.0,False,True,"['discover theaters playing The Caretaker by searching for Fox Theatres', 'Can you tell me the temperature in Pesotum?']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 2.0}",True
Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),FindHotel,7,ParaQuality,I'm looking for a low-cost hotel near Seattle available tomorrow for two.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ),0.92011124,7.0,False,True,"['include this musician named Kirk Hammett in my Party playlist', 'Can you find me the least expensive ticket for a one-way trip from Boston to Baltimore?']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False
Are there any cheap hotels for 7-day stay somewhere near Riverside,( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( PP ) ) ( ADVP ( RB ) ( IN ) ( NP ) ) ),FindHotel,8,ParaQuality,Can you find me any inexpensive hotels close to Riverside where I can stay for 7 days?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),0.9300552,9.0,False,True,"['locate Fox Theatres featuring The Caretaker', 'Can you tell me the definition of DFW?']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 0.0}",True
Send an email to Phil telling her that ''I got you'',( S ( VP ( VB ) ( NP ) ( PP ) ) ( '' ) ( '' ) ),SendMail,9,ParaQuality,Inform Phil via email that ''I've got you covered''.,( S ( VP ( VB ) ( NP ) ( PP ) ( SBAR ) ) ( '' ) ( '' ) ( . ) ),0.9266164,2.0,False,True,"['Find videos about cooking', 'Can you tell me the least expensive one-way fare from Boston to Baltimore?']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 8.0}",False
Give me 5 conference articles about text mining,( S ( VP ( VB ) ( NP ) ( NP ) ) ),FindArticles,10,ParaQuality,Can you provide me with 5 articles on text mining that are from conferences?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),0.9097833,6.0,False,True,"['find places where I can listen to Join the Dots: B-sides and Rarities', 'Can you tell me the definition of ls?']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 1.0}",True
I am looking for the latest scientific article related to Machine Learning,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ),FindArticles,11,ParaQuality,Please show me the newest article about Machine Learning in the field of science.,( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),0.88893664,6.0,False,True,"['provide information about airlines servicing the route from Boston to Denver', 'Could you show me 5 conference articles on the topic of text mining?']","{'( S ( VP ( VB ) ( NP ) ) )': 4.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 4.0}",False
Create a comment saying ''Best Voice Ever'',( S ( VP ( VB ) ( NP ) ) ( '' ) ),CreateComment,12,ParaQuality,Compose a comment that reads ''Most Amazing Voice Ever'',( S ( VP ( VB ) ( NP ) ) ( '' ) ( '' ) ),0.93900514,1.0,False,True,"['Find videos on cooking', 'Can you find me the most recent scientific paper that discusses Machine Learning?']","{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",True
Jump to the previous song,( S ( VP ( VB ) ( PP ) ) ),NavigatePlaylist,13,ParaQuality,Jump back to the last song,( S ( VP ( VB ) ( ADVP ) ) ),0.92489344,1.0,False,True,"['Discover culinary videos', 'Could you give me an update on the weather conditions at Harrison-Crawford State Forest?']","{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",True
Skip to the next song,( S ( VP ( VB ) ( PP ) ) ),NavigatePlaylist,14,ParaQuality,Advance to the following song,( ADJP ( JJ ) ( PP ( IN ) ( NP ) ) ),0.9252229,4.0,False,True,"['include Kirk Hammett in my Party playlist', 'Can you tell me the schedule for Crime and Punishment U.S.A.?']","{'( S ( VP ( VB ) ( NP ) ) )': 4.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 8.0}",False
Where can I upgrade my laptop ?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),FindStores,15,ParaQuality,Do you know any locations to upgrade laptops?,( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),0.8818403,7.0,False,True,"['Find videos on cooking', 'Can you tell me the schedule for Crime and Punishment U.S.A.?']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 2.0}",True
Could you offer three barbershops in Newtown,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ),FindStores,16,ParaQuality,"I'm looking for three barbershops in Newtown, could you help me with that?","( S ( NP ( PRP ) ) ( VP ( VP ) ( , ) ( SQ ) ) ( . ) )",0.9076791,6.0,False,True,"['display the list of airlines operating between Boston and Denver', 'Can you tell me the distance of the closest cab?']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False
Let me have top three convenience stores near Newtown,( S ( VP ( VB ) ( S ) ) ),FindStores,17,ParaQuality,I would like to know the top three convenience stores near Newtown.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),0.91632336,5.0,False,True,"['define dfw please', 'Can you find me a pub that serves Italian dressing for a party of 5 on February 11, 2033?']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False
I want reviews for McDonald's at Kensington st.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( NP ) ( PP ) ) ( . ) ),GetReviews,18,ParaQuality,I would like to know the opinions of people about the McDonald's restaurant at Kensington st.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),0.9420222,3.0,False,True,"['Find videos on cooking', 'Can you tell me the weather forecast for Harrison-Crawford State Forest?']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False
How far is the closest cab,( SBARQ ( WHADVP ( WRB ) ( RB ) ) ( VP ( VBZ ) ( NP ) ) ),FindTaxi,19,ParaQuality,How long would it take to reach the closest taxi?,( SBARQ ( WHADVP ( WRB ) ( RB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),0.90048534,4.0,False,True,"['display the airlines that operate flights between Boston and Denver', 'Can you tell me the lowest cost for a single journey from Boston to Baltimore?']","{'( S ( VP ( VB ) ( NP ) ) )': 8.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 8.0}",False
Request a taxi from the airport to home,( S ( VP ( VB ) ( NP ) ( PP ) ) ),BookTaxi,20,ParaQuality,I would like to arrange for a taxi pickup at the airport and drop off at my house.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),0.8872369,6.0,False,True,"['discover Fox Theatres showcasingThe Caretaker', 'Can you give me information about three barbershops located in Newtown?']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False
what is the forecast for colder in Anston,( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),GetWeather,22,SNIPS,can you provide me with the forecast for colder temperatures in Anston?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),0.9073318,8.0,False,True,"['locate Fox Theatres showing The Caretaker', 'Can you give me a rating for With Lee in Virginia, A Story of the American Civil War chronicle 4 out of 6?']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 1.0}",True
How hot is it in Pesotum,( SBARQ ( WHADJP ( WRB ) ( JJ ) ) ( VP ( VBZ ) ( NP ) ( PP ) ) ),GetWeather,23,SNIPS,Could you give me an update on the current temperature in Pesotum?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),0.9005099,8.0,False,True,"['Discover a handful of stunning photos featuring the Opera House, all with dimensions of 1024 pixels by 768 pixels', 'Can you tell me the current temperature in Pesotum?']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 0.0}",True
"I would like to go to a pub that has italian dressing for a party of 5 on February 11, 2033",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),BookRestaurant,24,SNIPS,"Could you help me find a restaurant that serves italian dressing in the form of pubs? The party would consist of 5 people and it will be on February 11,way way too far from now (2033).",( S ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ( S ( NP ) ( VP ) ) ( CC ) ( S ( NP ) ( VP ) ) ( . ) ),0.8893606,11.0,False,True,"['find a screening of The Caretaker at Fox Theatres', 'Can you tell me the schedule for Crime and Punishment U.S.A.?']","{'( S ( VP ( VB ) ( NP ) ) )': 10.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 9.0}",False
Book a taverna in Equatorial Guinea this month for nine people.,( S ( VP ( VB ) ( NP ) ( NP ) ( PP ) ) ( . ) ),BookRestaurant,25,SNIPS,I'd like to make a reservation for nine people at a taverna in Equatorial Guinea this month.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),0.9200176,6.0,False,True,"['find places with Join the Dots: B-sides and Rarities', 'Can you find me the most recent scientific publication about Machine Learning?']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False
Book a table for eight people please,( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),BookRestaurant,26,SNIPS,I would like to make a reservation for a table of eight.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),0.88225526,6.0,False,True,"['Find videos on cooking', 'Can you tell me the current temperature in Pesotum?']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False
Please add Ruud Jolie to my playlist Guest List Polygon,( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( PP ) ) ),AddToPlaylist,27,SNIPS,Please include Ruud Jolie in my playlist named Guest List Polygon.,( S ( NP ( UH ) ) ( VP ( VB ) ( NP ) ) ( . ) ),0.93769056,3.0,False,True,"['include this musician called Kirk Hammett in my playlist Party', 'Can you tell me the current heat in Pesotum?']","{'( S ( VP ( VB ) ( NP ) ) )': 3.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 4.0}",True
add this artist named Kirk Hammett to my playlist Party,( S ( VP ( VB ) ( NP ) ( PP ) ) ),AddToPlaylist,28,SNIPS,Put Kirk Hammett on my Party playlist,( S ( VP ( VB ) ( NP ) ( PP ) ) ),0.9138481,0.0,False,True,"['Discover tutorials on cooking', 'Can you show me The Wedding Ring movie playing at the cinema?']","{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",True
I want to put a copy of this tune into Skatepark Punks,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ),AddToPlaylist,29,SNIPS,Discover places that offer Italian food,( S ( VP ( VB ) ( NP ) ) ),0.83624107,4.0,False,True,"['Locate some high-quality pictures that represent the Opera House with dimensions of 1024 pixels by 768 pixels', 'Can you tell me the weather forecast for Harrison-Crawford State Forest?']","{'( S ( VP ( VB ) ( NP ) ) )': 0.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",True
"I would give With Lee in Virginia, A Story of the American Civil War chronicle 4 of 6",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),RateBook,30,SNIPS,"Can you give me information about part four out of six in With Lee in Virginia, A Story of the American Civil War chronicle?",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),0.8898092,6.0,False,True,"['Discover the trending images tagged as #LOVE', 'Can you tell me the schedule for Crime and Punishment U.S.A.?']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 0.0}",True
Rate this album two out of 6,( S ( VP ( VB ) ( NP ) ( NP ) ) ),RateBook,31,SNIPS,Could you rate this album on a scale of 1 to 6?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),0.85650975,6.0,False,True,"['provide information about airlines servicing the route from Boston to Denver', 'Can you tell me the cheapest price for a flight from Denver to Pittsburgh?']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 1.0}",True
Give the current part of the saga 4 points out of 6.,( S ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),RateBook,32,SNIPS,Give a rating of 4 out of 6 to the present part in the series.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),0.91669154,1.0,False,True,"['Find videos related to cooking', 'Can you tell me the weather forecast for Harrison-Crawford State Forest?']","{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",True
Can you play some fifties music by lavern baker,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ),PlayMusic,33,SNIPS,Is there any place where I can get Italian food?,( SQ ( VBZ ) ( NP ( EX ) ) ( NP ( NP ) ( SBAR ) ) ( . ) ),0.8157136,6.0,False,True,"['Find a couple of beautiful images that match Opera House with dimensions 1024px * 768px', 'Can you tell me the current temperature in Pesotum?']","{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False
Play a 1964 track from Shahram Nazeri on Pandora.,( S ( VP ( VB ) ( NP ) ) ( . ) ),PlayMusic,34,SNIPS,"I would like to listen to a track made by Shahram Nazeri, released in 1964, on Pandora.",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),0.9311031,4.0,False,True,"['include Kirk Hammett in my Party playlist', 'Can you show me the most recent scientific paper on Machine Learning?']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False
Please play me some Satire music,( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( NP ) ) ),PlayMusic,35,SNIPS,"I would like to listen to some Satire music, can you play it for me?","( S ( NP ( PRP ) ) ( VP ( VP ) ( , ) ( SQ ) ) ( . ) )",0.9176669,6.0,False,True,"['define dfw', ""Can you show me the ratings for McDonald's on Kensington street?""]","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False
When is Crime and Punishment U.S.A. showing?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ( . ) ),SearchScreeningEvent,36,SNIPS,When can I watch Crime and Punishment U.S.A.?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),0.92521167,1.0,False,True,"['find albums with B-sides and Rarities from Join the Dots', 'Can you find me a pub that serves Italian dressing for a group of 5 people on February 11, 2033?']","{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",False
find Fox Theatres with The Caretaker,( S ( VP ( VB ) ( NP ) ( PP ) ) ),SearchScreeningEvent,37,SNIPS,search for movie theaters showing The Caretaker at Fox Theatres,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),0.90455097,5.0,False,True,"['define dfw please', 'Can you tell me the cheapest price for a flight from Denver to Pittsburgh?']","{'( S ( VP ( VB ) ( NP ) ) )': 4.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",False
I would like to watch The Wedding Ring at the movie theatre,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),SearchScreeningEvent,38,SNIPS,I'm interested in seeing The Wedding Ring. Do you know any movie theaters that are showing it?,( S ( NP ( PRP ) ) ( VP ( VBP ) ( ADJP ) ) ( . ) ( SQ ( VBP ) ( NP ) ( VP ) ) ( . ) ),0.9092349,8.0,False,True,"['Find videos on cooking', 'Can you give me information about three barbershops located in Newtown?']","{'( S ( VP ( VB ) ( NP ) ) )': 10.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 9.0}",False
I want to read the book The Lion Sleeps Tonight,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ),SearchCreativeWork,39,SNIPS,Can you help me locate the book titled The Lion Sleeps Tonight?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( S ) ) ( . ) ),0.9171672,4.0,False,True,"['include Kirk Hammett in my Party playlist', 'Can you tell me the lowest price for a one-way ticket from Boston to Baltimore?']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 2.0}",True
Where can I buy a used copy of the game called I Lie Around?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),SearchCreativeWork,41,SNIPS,Can you recommend any places where I can find a second-hand copy of the game named I Lie Around?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),0.9239344,7.0,False,True,"['discover places with Join the Dots: B-sides and Rarities', 'Can you find me the most recent scientific paper about Machine Learning?']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 1.0}",True
