input_utterance,intent,parameters,utterance_template,source,seed_id,selected_templates,selected_templates_related_paraphrases,p1,p1_template,p1_ted_to_selected_templates,p1_is_similar,p2,p2_template,p2_ted_to_selected_templates,p2_is_similar,p3,p3_template,p3_ted_to_selected_templates,p3_is_similar,p1_bertscore,p2_bertscore,p3_bertscore,p1_duplicate,p1_semantics,p1_correct,p2_duplicate,p2_semantics,p2_correct,p3_duplicate,p3_semantics,p3_correct,p1_ted,p2_ted,p3_ted
How hot is it in Pesotum,GetWeather,"[['condition_temperature', 'hot'], ['city', 'Pesotum']]",( SBARQ ( WHADJP ( WRB ) ( JJ ) ) ( VP ( VBZ ) ( NP ) ( PP ) ) ),SNIPS,23,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['Find videos on how to cook', 'Look for a couple of stunning images that correspond to Opera House with a resolution of 1024 pixels by 768 pixels']",What is the temperature like in Pesotum?,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 7.0}",False,Can you tell me how hot it gets in Pesotum?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( SBAR ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 7.0}",False,Could you give me information on the heat levels in Pesotum?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 7.0}",False,0.9431824,0.92009526,0.90631145,False,True,True,False,True,True,False,True,True,6.0,8.0,8.0
"I would like to go to a pub that has italian dressing for a party of 5 on February 11, 2033",BookRestaurant,"[['restaurant_type', 'pub'], ['served_dish', 'italian dressing'], ['party_size_number', '5'], ['timeRange', 'February 11, 2033']]",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),SNIPS,24,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['display the airlines that operate flights between Boston and Denver', 'Jump to the following song']","Can you find a pub that serves Italian dressing for a party of 5 on February 11, 2033?",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( S ( VP ( VB ) ( PP ) ) )': 6.0}",False,"Is there a pub available with Italian dressing that can accommodate a party of 5 on February 11, 2033?",( SQ ( VBZ ) ( NP ( EX ) ) ( NP ( NP ) ( SBAR ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( S ( VP ( VB ) ( PP ) ) )': 8.0}",False,"Please locate a pub where I can go with my group of five people and have Italian dressing on February 11,2033.",( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 3.0, '( S ( VP ( VB ) ( PP ) ) )': 4.0}",True,0.93928343,0.9212667,0.91879284,False,True,True,False,True,True,False,True,True,5.0,7.0,5.0
Book a taverna in Equatorial Guinea this month for nine people.,BookRestaurant,"[['restaurant_type', 'taverna'], ['country', 'Equatorial Guinea'], ['timeRange', 'this month'], ['party_size_number', 'nine']]",( S ( VP ( VB ) ( NP ) ( NP ) ( PP ) ) ( . ) ),SNIPS,25,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['locate Fox Theatres featuring The Caretaker', 'Navigate to the previous music selection']",Find a tavern in Equatorial Guinea this month for a group of nine.,( S ( VP ( VB ) ( NP ) ( NP ) ( PP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 3.0, '( S ( VP ( VB ) ( PP ) ) )': 3.0}",True,Reserve a restaurant in Equatorial Guinea for nine people this month.,( S ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( S ( VP ( VB ) ( PP ) ) )': 3.0}",True,Discover a dining spot in Equatorial Guinea for a party of nine this month.,( S ( VP ( VB ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( S ( VP ( VB ) ( PP ) ) )': 2.0}",True,0.96548474,0.9815287,0.9360861,False,True,True,True,True,False,False,True,True,0.0,1.0,2.0
Book a table for eight people please,BookRestaurant,"[['party_size_number', 'eight']]",( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),SNIPS,26,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['Discover the top-rated images labeled with #LOVE', 'Look for a couple of stunning images that correspond to Opera House with a resolution of 1024 pixels by 768 pixels']",Please reserve a table for a group of eight.,( S ( NP ( UH ) ) ( VP ( VB ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 3.0, '( S ( VP ( VB ) ( PP ) ) )': 4.0}",True,I would like to make a reservation for eight people at a restaurant.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( S ( VP ( VB ) ( PP ) ) )': 5.0}",False,"Can you help me with booking a table for eight individuals, please?",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 6.0}",False,0.91372234,0.8850774,0.8974147,False,True,True,False,True,True,False,True,True,4.0,6.0,6.0
Please add Ruud Jolie to my playlist Guest List Polygon,AddToPlaylist,"[['artist', 'Ruud Jolie'], ['playlist_owner', 'my'], ['playlist', 'Guest List Polygon']]",( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( PP ) ) ),SNIPS,27,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['Retrieve cooking tutorials', 'Search for the most popular photos with the hashtag #LOVE']",Find restaurants that serve Italian cuisine.,( S ( VP ( VB ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( S ( VP ( VB ) ( PP ) ) )': 2.0}",True,Discover places where I can have Italian food.,( S ( VP ( VB ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( S ( VP ( VB ) ( PP ) ) )': 2.0}",True,Locate establishments offering Italian dishes.,( S ( VP ( VB ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( S ( VP ( VB ) ( PP ) ) )': 2.0}",True,0.83732367,0.83323836,0.83539134,False,True,True,False,True,True,False,True,True,4.0,4.0,4.0
add this artist named Kirk Hammett to my playlist Party,AddToPlaylist,"[['music_item', 'artist'], ['artist', 'Kirk Hammett'], ['playlist_owner', 'my'], ['playlist', 'Party']]",( S ( VP ( VB ) ( NP ) ( PP ) ) ),SNIPS,28,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['Retrieve cooking tutorials', 'Skip to the succeeding tune']",Include this musician named Kirk Hammett in my Party playlist,( VP ( VB ) ( NP ( NP ) ( VP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( S ( VP ( VB ) ( PP ) ) )': 3.0}",True,Add Kirk Hammett as an artist to my Party playlist,( S ( VP ( VB ) ( NP ) ( PP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( S ( VP ( VB ) ( PP ) ) )': 1.0}",True,Put Kirk Hammett's music into my Party playlist,( S ( VP ( VB ) ( NP ) ( PP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( S ( VP ( VB ) ( PP ) ) )': 1.0}",True,0.96375036,0.9226775,0.93059343,False,True,True,False,True,True,False,True,True,2.0,0.0,0.0
I want to put a copy of this tune into Skatepark Punks,AddToPlaylist,"[['music_item', 'tune'], ['playlist', 'Skatepark Punks']]",( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ),SNIPS,29,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['Find some beautiful pictures that match Opera House with dimensions of 1024px * 768px', 'Search for the most popular photos with the hashtag #LOVE']",Locate places that serve Italian cuisine.,( S ( VP ( VB ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( S ( VP ( VB ) ( PP ) ) )': 2.0}",True,Help me find restaurants that offer Italian food.,( S ( VP ( VB ) ( NP ) ( S ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( S ( VP ( VB ) ( PP ) ) )': 2.0}",True,Show me the closest eateries serving Italian dishes.,( S ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( S ( VP ( VB ) ( PP ) ) )': 3.0}",True,0.8481603,0.8537784,0.8365347,False,True,True,False,True,True,False,True,True,5.0,5.0,6.0
"I would give With Lee in Virginia, A Story of the American Civil War chronicle 4 of 6",RateBook,"[['object_name', 'With Lee in Virginia, A Story of the American Civil War'], ['object_part_of_series_type', 'chronicle'], ['rating_value', '4'], ['best_rating', '6']]",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),SNIPS,30,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['Locate the trending pictures tagged as #LOVE', 'Skip to the previous music track']","Find the fourth installment of With Lee in Virginia, A Story of the American Civil War.",( S ( VP ( VB ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( S ( VP ( VB ) ( PP ) ) )': 2.0}",True,"Locate episode 4 out of 6 from With Lee in Virginia, A Story of the American Civil War chronicle.",( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( S ( VP ( VB ) ( PP ) ) )': 2.0}",True,"Retrieve part number four from With Lee in Virginia, A Story of the American Civil War series.",( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( S ( VP ( VB ) ( PP ) ) )': 2.0}",True,0.8989927,0.91344863,0.8990918,False,True,True,False,True,True,False,True,True,5.0,6.0,6.0
Rate this album two out of 6,RateBook,"[['object_select', 'this'], ['object_type', 'album'], ['rating_value', 'two'], ['best_rating', '6']]",( S ( VP ( VB ) ( NP ) ( NP ) ) ),SNIPS,31,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['Book a cab for me to get from the airport back home', 'Navigate to the previous music selection']",Give this album a two out of six rating.,( S ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( S ( VP ( VB ) ( PP ) ) )': 3.0}",True,I would rate this album with a score of two out of six.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( S ( VP ( VB ) ( PP ) ) )': 5.0}",False,"On a scale from one to six, I give this album a rating of two.","( S ( PP ( IN ) ( NP ) ) ( , ) ( NP ( PRP ) ) ( VP ( VBP ) ( NP ) ( NP ) ) ( . ) )","{'( S ( VP ( VB ) ( NP ) ) )': 9.0, '( S ( VP ( VB ) ( PP ) ) )': 10.0}",False,0.9504429,0.92397475,0.8624743,False,True,True,False,True,True,False,True,True,1.0,6.0,8.0
Give the current part of the saga 4 points out of 6.,RateBook,"[['object_select', 'current'], ['object_part_of_series_type', 'saga'], ['rating_value', '4'], ['rating_unit', 'points'], ['best_rating', '6']]",( S ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),SNIPS,32,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['Discover the top-rated images labeled with #LOVE', 'Look for a couple of stunning images that correspond to Opera House with a resolution of 1024 pixels by 768 pixels']",Rate the current installment of the saga as 4 out of 6.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( S ( VP ( VB ) ( PP ) ) )': 2.0}",True,Assign a score of 4 out of 6 to the current part of the saga.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( S ( VP ( VB ) ( PP ) ) )': 2.0}",True,Give a rating of 4 out of 6 to the latest segment in the saga.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( S ( VP ( VB ) ( PP ) ) )': 2.0}",True,0.9517252,0.9312731,0.91326743,False,True,True,False,True,True,False,True,True,1.0,1.0,1.0
Can you play some fifties music by lavern baker,PlayMusic,"[['year', 'fifties'], ['artist', 'lavern baker']]",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ),SNIPS,33,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['find the cheapest price from Denver to Pittsburgh', 'Skip to the succeeding tune']",Could you please play some songs from the fifties performed by Lavern Baker?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( UH ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( S ( VP ( VB ) ( PP ) ) )': 7.0}",False,"I would like to listen to fifties music by Lavern Baker, can you make that happen?","( S ( NP ( PRP ) ) ( VP ( VP ) ( , ) ( SQ ) ) ( . ) )","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 6.0}",False,Is it possible for you to play a selection of music from the 1950s sung by Lavern Baker?,( SQ ( VBZ ) ( NP ( NP ) ) ( ADJP ( JJ ) ) ( SBAR ( IN ) ( S ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 8.0, '( S ( VP ( VB ) ( PP ) ) )': 9.0}",False,0.9017096,0.89328754,0.88423795,False,True,True,False,True,True,False,True,True,4.0,6.0,8.0
Play a 1964 track from Shahram Nazeri on Pandora.,PlayMusic,"[['year', '1964'], ['music_item', 'track'], ['artist', 'Shahram Nazeri'], ['service', 'Pandora']]",( S ( VP ( VB ) ( NP ) ) ( . ) ),SNIPS,34,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['Find some beautiful pictures that match Opera House with dimensions of 1024px * 768px', 'Skip to the succeeding tune']",Search for a Shahram Nazeri song from 1964 on Pandora.,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( S ( VP ( VB ) ( PP ) ) )': 5.0}",False,Find and play a track by Shahram Nazeri released in 1964 on Pandora.,( S ( VP ( VB ) ( CC ) ( VB ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 3.0, '( S ( VP ( VB ) ( PP ) ) )': 4.0}",True,Discover and listen to a track from Shahram Nazeri that was released in 1964 via Pandora.,( S ( VP ( VB ) ( CC ) ( VB ) ( PP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 4.0, '( S ( VP ( VB ) ( PP ) ) )': 3.0}",True,0.9587061,0.94814223,0.94204944,False,True,True,False,True,True,False,True,True,5.0,2.0,3.0
Please play me some Satire music,PlayMusic,"[['genre', 'Satire']]",( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( NP ) ) ),SNIPS,35,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['Find videos on how to cook', 'Skip to the succeeding tune']",Can you please put on some satirical music for me?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( UH ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( S ( VP ( VB ) ( PP ) ) )': 7.0}",False,I'd like to listen to some music that has a satirical theme.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( S ( VP ( VB ) ( PP ) ) )': 5.0}",False,Could you play me a playlist of satirical songs?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 7.0}",False,0.89961624,0.888606,0.90395,False,True,True,False,True,True,False,True,True,8.0,6.0,5.0
When is Crime and Punishment U.S.A. showing?,SearchScreeningEvent,"[['movie_name', 'Crime and Punishment U.S.A.']]",( SBARQ ( WHADVP ( WRB ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ( . ) ),SNIPS,36,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['Retrieve cooking tutorials', 'Jump to the following song']",When will Crime and Punishment U.S.A. be screened?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( S ( VP ( VB ) ( PP ) ) )': 8.0}",False,What time is the showing of Crime and Punishment U.S.A.?,( SBARQ ( WHNP ( WDT ) ( NN ) ) ( VP ( VBZ ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 7.0}",False,Can you tell me the schedule for Crime and Punishment U.S.A.?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 7.0}",False,0.93652374,0.9173176,0.9096177,False,True,True,False,True,True,False,True,True,1.0,5.0,7.0
find Fox Theatres with The Caretaker,SearchScreeningEvent,"[['location_name', 'Fox Theatres'], ['movie_name', 'The Caretaker']]",( S ( VP ( VB ) ( NP ) ( PP ) ) ),SNIPS,37,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['locate Fox Theatres featuring The Caretaker', 'Navigate to the previous music selection']",search for cinemas showing The Caretaker at Fox Theatres,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 4.0, '( S ( VP ( VB ) ( PP ) ) )': 4.0}",False,discover the screenings of The Caretaker at Fox Theatres,( S ( VP ( VB ) ( NP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 0.0, '( S ( VP ( VB ) ( PP ) ) )': 1.0}",True,locate showtimes for the play The Caretaker at Fox Theatres,( S ( VP ( VB ) ( NP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 0.0, '( S ( VP ( VB ) ( PP ) ) )': 1.0}",True,0.9056562,0.9145736,0.910043,False,True,True,False,True,True,False,True,True,5.0,1.0,1.0
I would like to watch The Wedding Ring at the movie theatre,SearchScreeningEvent,"[['movie_name', 'The Wedding Ring'], ['object_location_type', 'movie theatre']]",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),SNIPS,38,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['Find some beautiful pictures that match Opera House with dimensions of 1024px * 768px', 'Search for the most popular photos with the hashtag #LOVE']",Can you show me the schedule for The Wedding Ring at the local cinema?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 7.0}",False,"I'm interested in seeing The Wedding Ring, can you provide me with movie times at the theater?","( S ( NP ( PRP ) ) ( VP ( VP ) ( , ) ( SQ ) ) ( . ) )","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 6.0}",False,Is it possible to catch a screening of The Wedding Ring at any nearby movie theaters?,( SQ ( VBZ ) ( NP ( NP ) ) ( ADJP ( JJ ) ) ( S ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( S ( VP ( VB ) ( PP ) ) )': 8.0}",False,0.9017548,0.9152067,0.9100167,False,True,True,False,True,True,False,True,True,6.0,4.0,7.0
I want to read the book The Lion Sleeps Tonight,SearchCreativeWork,"[['object_type', 'book'], ['object_name', 'The Lion Sleeps Tonight']]",( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ),SNIPS,39,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['Find videos on how to cook', 'Skip to the previous music track']",Locate restaurants that serve Italian cuisine,( S ( VP ( VB ) ( NP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 0.0, '( S ( VP ( VB ) ( PP ) ) )': 1.0}",True,Discover places where I can find Italian food,( S ( VP ( VB ) ( NP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 0.0, '( S ( VP ( VB ) ( PP ) ) )': 1.0}",True,Show me dining options specializing in Italian cuisine,( S ( VP ( VB ) ( NP ) ( NP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( S ( VP ( VB ) ( PP ) ) )': 2.0}",True,0.84014213,0.8428073,0.84163094,False,True,True,False,True,True,False,True,True,4.0,4.0,5.0
find Join the Dots: B-sides and Rarities,SearchCreativeWork,"[['object_name', 'Join the Dots: B-sides and Rarities']]",( S ( VP ( VB ) ( S ) ) ),SNIPS,40,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['Book a cab for me to get from the airport back home', 'Skip to the previous music track']",search for Join the Dots: B-sides and Rarities,( NP ( NP ( NP ) ( PP ) ) ( : ) ( NP ( NNS ) ( CC ) ( NNPS ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 8.0, '( S ( VP ( VB ) ( PP ) ) )': 8.0}",False,locate the album Join the Dots: B-sides and Rarities,( S ( S ( VP ) ) ( : ) ( NP ( NNS ) ( CC ) ( NNPS ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 6.0}",False,find me where I can listen to Join the Dots: B-sides and Rarities,( S ( S ( VP ) ) ( : ) ( NP ( NNS ) ( CC ) ( NNPS ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 6.0}",False,0.9817496,0.93450654,0.91931355,True,True,False,False,True,True,False,True,True,9.0,6.0,6.0
Where can I buy a used copy of the game called I Lie Around?,SearchCreativeWork,"[['object_type', 'game'], ['object_name', 'I Lie Around']]",( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),SNIPS,41,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['Retrieve several attractive photos showcasing the Opera House, all measuring 1024 pixels in width and 768 pixels in height', 'Navigate to the previous music selection']",Where can I purchase a pre-owned version of the game called I Lie Around?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( S ( VP ( VB ) ( PP ) ) )': 8.0}",False,Can you show me where to find a used copy of the game named I Lay Around?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( SBAR ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 7.0}",False,"I'm looking for a second-hand edition of the game called I Lie Around, do you know where to buy it?",( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( S ( VP ( VB ) ( PP ) ) )': 5.0}",False,0.9722663,0.9336376,0.9178244,False,True,True,False,True,True,False,True,True,0.0,7.0,6.0
please give me the cheapest flight from denver to pittsburgh,flight,"[['cost_relative', 'cheapest'], ['fromloc.city_name', 'denver'], ['toloc.city_name', 'pittsburgh']]",( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( NP ) ) ),ATIS,42,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['Include this musician called Kirk Hammett in my playlist Party', 'Skip to the succeeding tune']",Find me the flight with the lowest price from Denver to Pittsburgh,( S ( VP ( VB ) ( NP ) ( NP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( S ( VP ( VB ) ( PP ) ) )': 2.0}",True,Can you locate the most affordable flight option from Denver to Pittsburgh?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( S ( VP ( VB ) ( PP ) ) )': 6.0}",False,I'm looking for the least expensive plane ticket from Denver to Pittsburgh,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 4.0, '( S ( VP ( VB ) ( PP ) ) )': 4.0}",False,0.9351168,0.90837306,0.9124394,False,True,True,False,True,True,False,True,True,2.0,6.0,5.0
i want to fly from milwaukee to orlando on either wednesday evening or thursday morning,flight,"[['fromloc.city_name', 'milwaukee'], ['toloc.city_name', 'orlando'], ['depart_date.day_name', 'wednesday'], ['depart_time.period_of_day', 'evening'], ['depart_date.day_name', 'thursday'], ['depart_time.period_of_day', 'morning']]",( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ),ATIS,43,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['locate Fox Theatres featuring The Caretaker', 'Search for the most popular photos with the hashtag #LOVE']",Find flights from Milwaukee to Orlando either in the evening on Wednesday or in the morning on Thursday.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( S ( VP ( VB ) ( PP ) ) )': 2.0}",True,Can you search for available flights from Milwaukee to Orlando? I prefer departing either on Wednesday evening or Thursday morning.,( S ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 9.0, '( S ( VP ( VB ) ( PP ) ) )': 10.0}",False,I'm looking for flight options from Milwaukee to Orlando. It would be great if I can depart either on Wednesday evening or Thursday morning.,( S ( S ( NP ) ( VP ) ) ( . ) ( S ( NP ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 7.0}",False,0.91380686,0.91339046,0.91717905,False,True,True,False,True,True,False,True,True,6.0,6.0,6.0
