seed_id,intent,input_utterance,paraphrase_value,parameters,is_correct,source,bert_score,utterance_template,paraphrase_template,ted,duplicate,semantics
7,FindHotel,Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,Any fair deal hotel around Seattle? In need for tomorrow at 2pm.,"[['location', 'Seattle'], ['num_of_guests', '2']]",0,ParaQuality,0.22383828,( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),( FRAG ( NP ( NP ) ( PP ) ) ( . ) ( PP ( IN ) ( NP ) ) ( . ) ),5.0,False,False
7,FindHotel,Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,Any proposal for  cheap hotel near Seattle for tomorrow for 2,"[['location', 'Seattle'], ['num_of_guests', '2']]",1,ParaQuality,0.39294213,( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),( NP ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ),1.0,False,False
7,FindHotel,Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,Any submission for low cast hotel near Seattle for tomorrow 2,"[['location', 'Seattle'], ['num_of_guests', '2']]",0,ParaQuality,0.25355086,( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),( NP ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( CD ) ),2.0,False,False
7,FindHotel,Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,Do we have an expensive hotel near Seattle for 2 for tomorrow?,"[['location', 'Seattle'], ['num_of_guests', '2']]",1,ParaQuality,0.4929516,( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ( PP ) ) ( . ) ),9.0,False,False
7,FindHotel,Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,what low budget hotels near Seattle for 2 person tomorrow,"[['location', 'Seattle'], ['num_of_guests', '2']]",1,ParaQuality,0.32215717,( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),( NP ( WHNP ( WDT ) ( JJ ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( PP ( IN ) ( NP ) ) ( NP ( NN ) ) ),9.0,False,False
7,FindHotel,Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,what are the recommendation for an cheap hotel near Seattle for tomorrow for 2,"[['location', 'Seattle'], ['num_of_guests', '2']]",1,ParaQuality,0.465524,( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),( SBARQ ( WHNP ( WP ) ) ( VP ( VBP ) ( NP ) ) ),6.0,False,False
7,FindHotel,Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,any ideas for an low budget hotel for 2 person near Seattle for tomorrow,"[['location', 'Seattle'], ['num_of_guests', '2']]",1,ParaQuality,0.48215613,( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),0.0,False,False
8,FindHotel,Are there any cheap hotels for 7-day stay somewhere near Riverside,there is an place to stay in for 7-day stay that is next to Riverside,"[['location', 'Riverside'], ['stay_length', '7-day']]",0,ParaQuality,0.41606718,( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( PP ) ) ( ADVP ( RB ) ( IN ) ( NP ) ) ),( S ( NP ( EX ) ) ( VP ( VBZ ) ( NP ) ) ),8.0,False,False
8,FindHotel,Are there any cheap hotels for 7-day stay somewhere near Riverside,Can you offer me some place to stay in for 7-day stay next to Riverside,"[['location', 'Riverside'], ['stay_length', '7-day']]",1,ParaQuality,0.48295677,( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( PP ) ) ( ADVP ( RB ) ( IN ) ( NP ) ) ),( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ),8.0,False,False
8,FindHotel,Are there any cheap hotels for 7-day stay somewhere near Riverside,There is any hotel to live in for 7-day stay besides Riverside,"[['location', 'Riverside'], ['stay_length', '7-day']]",1,ParaQuality,0.46483108,( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( PP ) ) ( ADVP ( RB ) ( IN ) ( NP ) ) ),( S ( NP ( EX ) ) ( VP ( VBZ ) ( NP ) ) ),8.0,False,False
9,SendMail,Send an email to Phil telling her that ''I got you'',"Write an email with the phrase ""I got you"" and send it to Phil","[['contact', 'Phil'], ['message', 'I got you']]",1,ParaQuality,0.44332352,( S ( VP ( VB ) ( NP ) ( PP ) ) ( '' ) ( '' ) ),( S ( VP ( VP ) ( CC ) ( VP ) ) ),5.0,False,False
9,SendMail,Send an email to Phil telling her that ''I got you'',"Send the phrase ""I got you"" to Phil via email","[['contact', 'Phil'], ['message', 'I got you']]",1,ParaQuality,0.43261033,( S ( VP ( VB ) ( NP ) ( PP ) ) ( '' ) ( '' ) ),( S ( VP ( VB ) ( NP ) ) ),3.0,False,False
9,SendMail,Send an email to Phil telling her that ''I got you'',say i got you to phil,"[['contact', 'Phil'], ['message', 'I got you']]",0,ParaQuality,0.21596207,( S ( VP ( VB ) ( NP ) ( PP ) ) ( '' ) ( '' ) ),( S ( VP ( VB ) ( SBAR ) ) ),4.0,False,False
9,SendMail,Send an email to Phil telling her that ''I got you'',tell phil that i got you,"[['contact', 'Phil'], ['message', 'I got you']]",0,ParaQuality,0.36066595,( S ( VP ( VB ) ( NP ) ( PP ) ) ( '' ) ( '' ) ),( S ( VP ( VB ) ( NP ) ( SBAR ) ) ),3.0,False,False
9,SendMail,Send an email to Phil telling her that ''I got you'',explain phil that i got you,"[['contact', 'Phil'], ['message', 'I got you']]",0,ParaQuality,0.33287668,( S ( VP ( VB ) ( NP ) ( PP ) ) ( '' ) ( '' ) ),( S ( VP ( VB ) ( NP ) ( SBAR ) ) ),3.0,False,False
9,SendMail,Send an email to Phil telling her that ''I got you'',"""I got you"" is the message to Phil that I want to send her via email.","[['contact', 'Phil'], ['message', 'I got you']]",1,ParaQuality,0.42723063,( S ( VP ( VB ) ( NP ) ( PP ) ) ( '' ) ( '' ) ),( S ( `` ) ( NP ( PRP ) ) ( VP ( VBD ) ( SBAR ) ) ( . ) ),7.0,False,False
9,SendMail,Send an email to Phil telling her that ''I got you'',"An email stating ""I got you"" is what I want to send to Phil.","[['contact', 'Phil'], ['message', 'I got you']]",1,ParaQuality,0.46946844,( S ( VP ( VB ) ( NP ) ( PP ) ) ( '' ) ( '' ) ),( NP ( NP ( DT ) ( NN ) ) ( VP ( VBG ) ( SBAR ) ) ( . ) ),9.0,False,False
9,SendMail,Send an email to Phil telling her that ''I got you'',"Write ""I got you"" in an email and send it to Phil.","[['contact', 'Phil'], ['message', 'I got you']]",1,ParaQuality,0.30953234,( S ( VP ( VB ) ( NP ) ( PP ) ) ( '' ) ( '' ) ),( S ( VP ( VB ) ( `` ) ( S ) ) ( . ) ),4.0,False,False
9,SendMail,Send an email to Phil telling her that ''I got you'',"Tell Phil ""I got you"" in an email.","[['contact', 'Phil'], ['message', 'I got you']]",1,ParaQuality,0.4699523,( S ( VP ( VB ) ( NP ) ( PP ) ) ( '' ) ( '' ) ),( S ( VP ( VB ) ( NP ) ( `` ) ( S ) ) ( . ) ),3.0,False,False
9,SendMail,Send an email to Phil telling her that ''I got you'',"Make an email draft saying ""I got you"" and then send it to Phil.","[['contact', 'Phil'], ['message', 'I got you']]",1,ParaQuality,0.46907926,( S ( VP ( VB ) ( NP ) ( PP ) ) ( '' ) ( '' ) ),( S ( VP ( VB ) ( S ) ) ( . ) ),4.0,False,False
9,SendMail,Send an email to Phil telling her that ''I got you'',"Send the email  ""I got you"" to Phil","[['contact', 'Phil'], ['message', 'I got you']]",1,ParaQuality,0.33759883,( S ( VP ( VB ) ( NP ) ( PP ) ) ( '' ) ( '' ) ),( S ( VP ( VB ) ( NP ) ) ),3.0,False,False
9,SendMail,Send an email to Phil telling her that ''I got you'',Tell Phil that I got you in the message you are to take to her,"[['contact', 'Phil'], ['message', 'I got you']]",0,ParaQuality,0.24421361,( S ( VP ( VB ) ( NP ) ( PP ) ) ( '' ) ( '' ) ),( S ( VP ( VB ) ( NP ) ( SBAR ) ) ),3.0,False,False
9,SendMail,Send an email to Phil telling her that ''I got you'',Tell phil I got you in the email you are to send to her,"[['contact', 'Phil'], ['message', 'I got you']]",1,ParaQuality,0.30647466,( S ( VP ( VB ) ( NP ) ( PP ) ) ( '' ) ( '' ) ),( S ( S ( VP ) ) ( NP ( PRP ) ) ( VP ( VBD ) ( NP ) ( PP ) ) ),6.0,False,False
10,FindArticles,Give me 5 conference articles about text mining,Do you know 5 conference articles about text mining?,"[['query', 'text mining'], ['count', '5'], ['article_type', 'conference articles']]",1,ParaQuality,0.45920873,( S ( VP ( VB ) ( NP ) ( NP ) ) ),( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),6.0,False,False
10,FindArticles,Give me 5 conference articles about text mining,"5 conference articles, who make text mining ?","[['query', 'text mining'], ['count', '5'], ['article_type', 'conference articles']]",0,ParaQuality,0.29886967,( S ( VP ( VB ) ( NP ) ( NP ) ) ),"( NP ( NP ( CD ) ( NN ) ( NNS ) ) ( , ) ( SBAR ( WHNP ) ( S ) ) ( . ) )",9.0,False,False
10,FindArticles,Give me 5 conference articles about text mining,Who make 5 conference articles about text mining ?,"[['query', 'text mining'], ['count', '5'], ['article_type', 'conference articles']]",0,ParaQuality,0.4909559,( S ( VP ( VB ) ( NP ) ( NP ) ) ),( SBARQ ( WHNP ( WP ) ) ( SQ ( VP ) ) ( . ) ),6.0,False,False
10,FindArticles,Give me 5 conference articles about text mining,can you show me 5 conference articles their subject is text mining,"[['query', 'text mining'], ['count', '5'], ['article_type', 'conference articles']]",1,ParaQuality,0.48008767,( S ( VP ( VB ) ( NP ) ( NP ) ) ),( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ),5.0,False,False
10,FindArticles,Give me 5 conference articles about text mining,send me 5 conference articles contain text mining,"[['query', 'text mining'], ['count', '5'], ['article_type', 'conference articles']]",1,ParaQuality,0.4916721,( S ( VP ( VB ) ( NP ) ( NP ) ) ),( S ( VP ( VB ) ( NP ) ( SBAR ) ) ),1.0,False,False
10,FindArticles,Give me 5 conference articles about text mining,Search for 5 conference articles that talks about text mining.,"[['query', 'text mining'], ['count', '5'], ['article_type', 'conference articles']]",1,ParaQuality,0.4945041,( S ( VP ( VB ) ( NP ) ( NP ) ) ),( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ( . ) ),5.0,False,False
11,FindArticles,I am looking for the latest scientific article related to Machine Learning,this,[],0,ParaQuality,-0.09579377,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ),( NP ( DT ) ),4.0,False,False
11,FindArticles,I am looking for the latest scientific article related to Machine Learning,is,[],0,ParaQuality,-0.09256022,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ),( VBZ ),5.0,False,False
11,FindArticles,I am looking for the latest scientific article related to Machine Learning,not,[],0,ParaQuality,-0.113306716,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ),( RB ),5.0,False,False
11,FindArticles,I am looking for the latest scientific article related to Machine Learning,Find the latest scientific article related to Machine Learning.,[],1,ParaQuality,0.49127054,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ),( S ( VP ( VB ) ( NP ) ) ( . ) ),5.0,False,False
11,FindArticles,I am looking for the latest scientific article related to Machine Learning,Is there any latest scientific Machine Learning article for me,[],0,ParaQuality,0.31347468,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ),( SQ ( VBZ ) ( NP ( EX ) ) ( NP ( NP ) ( PP ) ) ),6.0,False,False
11,FindArticles,I am looking for the latest scientific article related to Machine Learning,show me latest articles of machine learning.,[],1,ParaQuality,0.3157487,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ),( S ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),6.0,False,False
11,FindArticles,I am looking for the latest scientific article related to Machine Learning,any latest news of machine learning?,[],0,ParaQuality,0.23745199,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ),( NP ( NP ( DT ) ( JJS ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( . ) ),8.0,False,False
11,FindArticles,I am looking for the latest scientific article related to Machine Learning,I am in need of new Machine Learning articles,[],1,ParaQuality,0.36536902,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ),( S ( NP ( PRP ) ) ( VP ( VBP ) ( PP ) ) ),1.0,False,False
11,FindArticles,I am looking for the latest scientific article related to Machine Learning,I would like to have articles related to Machine Learning,[],0,ParaQuality,0.37289912,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ),( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),1.0,False,False
11,FindArticles,I am looking for the latest scientific article related to Machine Learning,I am in need of the latest Machine Learning articles,[],1,ParaQuality,0.42559725,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ),( S ( NP ( PRP ) ) ( VP ( VBP ) ( PP ) ) ),1.0,False,False
11,FindArticles,I am looking for the latest scientific article related to Machine Learning,Is anyone have the latest scientific article related to Machine Learning?,[],0,ParaQuality,0.48053476,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ),( SQ ( VBZ ) ( NP ( NN ) ) ( VP ( VB ) ( NP ) ) ( . ) ),6.0,False,False
11,FindArticles,I am looking for the latest scientific article related to Machine Learning,Where can I get the latest scientific article of Machine Learning?,[],1,ParaQuality,0.4081973,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ),( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),7.0,False,False
12,CreateComment,Create a comment saying ''Best Voice Ever'',"This is the ' ' Best Voice Ever "" I ever heard.","[['value', 'Best Voice Ever']]",0,ParaQuality,0.16397169,( S ( VP ( VB ) ( NP ) ) ( '' ) ),( S ( NP ( DT ) ) ( VP ( VBZ ) ( NP ) ) ( . ) ),4.0,False,False
12,CreateComment,Create a comment saying ''Best Voice Ever'',"That's the ' ' Best Voice Ever ""","[['value', 'Best Voice Ever']]",0,ParaQuality,0.22245672,( S ( VP ( VB ) ( NP ) ) ( '' ) ),( S ( NP ( DT ) ) ( VP ( VBZ ) ( NP ) ) ( '' ) ),3.0,False,False
12,CreateComment,Create a comment saying ''Best Voice Ever'',"This is the ' ' Best Voice Ever "" I heard.","[['value', 'Best Voice Ever']]",0,ParaQuality,0.19659078,( S ( VP ( VB ) ( NP ) ) ( '' ) ),( S ( NP ( DT ) ) ( VP ( VBZ ) ( NP ) ) ( . ) ),4.0,False,False
12,CreateComment,Create a comment saying ''Best Voice Ever'',write best voice ever comment,"[['value', 'Best Voice Ever']]",1,ParaQuality,0.25851104,( S ( VP ( VB ) ( NP ) ) ( '' ) ),( S ( VP ( VB ) ( NP ) ( ADVP ) ( NN ) ) ),3.0,False,False
12,CreateComment,Create a comment saying ''Best Voice Ever'',Best Voice Ever,"[['value', 'Best Voice Ever']]",0,ParaQuality,0.23764834,( S ( VP ( VB ) ( NP ) ) ( '' ) ),( NP ( NP ( JJS ) ( NN ) ) ( ADVP ( RB ) ) ),6.0,False,False
12,CreateComment,Create a comment saying ''Best Voice Ever'',Best voice ever,"[['value', 'Best Voice Ever']]",0,ParaQuality,0.23764834,( S ( VP ( VB ) ( NP ) ) ( '' ) ),( S ( NP ( JJS ) ( NN ) ) ( ADVP ( RB ) ) ),5.0,False,False
12,CreateComment,Create a comment saying ''Best Voice Ever'',Best voice ever known,"[['value', 'Best Voice Ever']]",0,ParaQuality,0.099271,( S ( VP ( VB ) ( NP ) ) ( '' ) ),( S ( NP ( JJS ) ( NN ) ) ( ADVP ( RB ) ) ( VP ( VBN ) ) ),7.0,False,False
12,CreateComment,Create a comment saying ''Best Voice Ever'',"Write a comment with ""Best Voice Ever""","[['value', 'Best Voice Ever']]",1,ParaQuality,0.4972471,( S ( VP ( VB ) ( NP ) ) ( '' ) ),( S ( VP ( VB ) ( NP ) ( PP ) ) ( '' ) ),1.0,False,False
12,CreateComment,Create a comment saying ''Best Voice Ever'',"Write on ""Best Voice Ever""","[['value', 'Best Voice Ever']]",0,ParaQuality,0.23867393,( S ( VP ( VB ) ( NP ) ) ( '' ) ),( S ( VP ( VB ) ( PP ) ) ( '' ) ),1.0,False,False
12,CreateComment,Create a comment saying ''Best Voice Ever'',"write a statement saying ""Best Voice Ever""","[['value', 'Best Voice Ever']]",1,ParaQuality,0.43599153,( S ( VP ( VB ) ( NP ) ) ( '' ) ),( S ( VP ( VB ) ( NP ) ) ( '' ) ),0.0,False,False
12,CreateComment,Create a comment saying ''Best Voice Ever'',"make a phrase saying ""Best Voice Ever""","[['value', 'Best Voice Ever']]",1,ParaQuality,0.39608422,( S ( VP ( VB ) ( NP ) ) ( '' ) ),( S ( VP ( VB ) ( NP ) ) ),1.0,False,False
12,CreateComment,Create a comment saying ''Best Voice Ever'',What is the Best voice ever?,"[['value', 'Best Voice Ever']]",0,ParaQuality,0.19795965,( S ( VP ( VB ) ( NP ) ) ( '' ) ),( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( ADVP ) ) ( . ) ),7.0,False,False
12,CreateComment,Create a comment saying ''Best Voice Ever'',Who has the Best voice ever ?,"[['value', 'Best Voice Ever']]",0,ParaQuality,0.18451123,( S ( VP ( VB ) ( NP ) ) ( '' ) ),( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( ADVP ) ) ( . ) ),7.0,False,False
12,CreateComment,Create a comment saying ''Best Voice Ever'',Who want to be the Best voice ever,"[['value', 'Best Voice Ever']]",0,ParaQuality,0.24689376,( S ( VP ( VB ) ( NP ) ) ( '' ) ),( SBARQ ( WHNP ( WP ) ) ( VP ( VBP ) ( S ) ) ),6.0,False,False
12,CreateComment,Create a comment saying ''Best Voice Ever'',"Say this comment "" Best Voice Ever ""","[['value', 'Best Voice Ever']]",1,ParaQuality,0.28848565,( S ( VP ( VB ) ( NP ) ) ( '' ) ),( S ( VP ( VB ) ( NP ) ) ),1.0,False,False
12,CreateComment,Create a comment saying ''Best Voice Ever'',"Use the comment "" Best Voice Ever ""","[['value', 'Best Voice Ever']]",0,ParaQuality,0.47003138,( S ( VP ( VB ) ( NP ) ) ( '' ) ),( S ( VP ( VB ) ( NP ) ) ( '' ) ),0.0,False,False
12,CreateComment,Create a comment saying ''Best Voice Ever'',""" Best Voice Ever "" comment is what you should create","[['value', 'Best Voice Ever']]",1,ParaQuality,0.14618187,( S ( VP ( VB ) ( NP ) ) ( '' ) ),( S ( `` ) ( NP ( NP ) ( ADVP ) ) ( '' ) ( NP ( NN ) ) ( VP ( VBZ ) ( SBAR ) ) ),9.0,False,False
12,CreateComment,Create a comment saying ''Best Voice Ever'',What is the Best Voice Ever,"[['value', 'Best Voice Ever']]",0,ParaQuality,0.28369924,( S ( VP ( VB ) ( NP ) ) ( '' ) ),( SBARQ ( WHNP ( WP ) ) ( VP ( VBZ ) ( NP ) ( ADVP ) ) ),6.0,False,False
12,CreateComment,Create a comment saying ''Best Voice Ever'',Who is the Best Voice Ever,"[['value', 'Best Voice Ever']]",0,ParaQuality,0.21733694,( S ( VP ( VB ) ( NP ) ) ( '' ) ),( SBARQ ( WHNP ( WP ) ) ( VP ( VBZ ) ( NP ) ( ADVP ) ) ),6.0,False,False
12,CreateComment,Create a comment saying ''Best Voice Ever'',How do I make my voice to be the Best Voice Ever,"[['value', 'Best Voice Ever']]",0,ParaQuality,0.11099951,( S ( VP ( VB ) ( NP ) ) ( '' ) ),( SBARQ ( WHADVP ( WRB ) ) ( SQ ( VBP ) ( NP ) ( VP ) ) ),7.0,False,False
13,NavigatePlaylist,Jump to the previous song,Turn on the last song,[],0,ParaQuality,0.21493472,( S ( VP ( VB ) ( PP ) ) ),( S ( VP ( VB ) ( PP ) ) ),0.0,False,False
13,NavigatePlaylist,Jump to the previous song,play the previous composition,[],1,ParaQuality,0.1765951,( S ( VP ( VB ) ( PP ) ) ),( S ( VP ( VB ) ( NP ) ) ),1.0,False,False
13,NavigatePlaylist,Jump to the previous song,Put on the previous track,[],1,ParaQuality,0.2819066,( S ( VP ( VB ) ( PP ) ) ),( S ( VP ( VB ) ( PP ) ) ),0.0,False,False
13,NavigatePlaylist,Jump to the previous song,skip to previous song,[],1,ParaQuality,0.43782654,( S ( VP ( VB ) ( PP ) ) ),( S ( VP ( VB ) ( PP ) ) ),0.0,False,False
13,NavigatePlaylist,Jump to the previous song,play the previous song again,[],1,ParaQuality,0.40264526,( S ( VP ( VB ) ( PP ) ) ),( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),2.0,False,False
13,NavigatePlaylist,Jump to the previous song,Replay previous song,[],1,ParaQuality,0.36987925,( S ( VP ( VB ) ( PP ) ) ),( NP ( NN ) ( JJ ) ( NN ) ),4.0,False,False
13,NavigatePlaylist,Jump to the previous song,I want to listen the previous song again,[],1,ParaQuality,0.27735823,( S ( VP ( VB ) ( PP ) ) ),( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ),4.0,False,False
13,NavigatePlaylist,Jump to the previous song,Can you play the previous song back?,[],1,ParaQuality,0.23150226,( S ( VP ( VB ) ( PP ) ) ),( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( ADVP ) ) ( . ) ),7.0,False,False
13,NavigatePlaylist,Jump to the previous song,Let���s listen the previous song another time,[],1,ParaQuality,0.12297983,( S ( VP ( VB ) ( PP ) ) ),( S ( NP ( NNP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ),4.0,False,False
13,NavigatePlaylist,Jump to the previous song,go to song that was played earlier,[],1,ParaQuality,0.25709343,( S ( VP ( VB ) ( PP ) ) ),( S ( VP ( VB ) ( PP ) ( SBAR ) ) ),1.0,False,False
13,NavigatePlaylist,Jump to the previous song,move to foregoing song,[],1,ParaQuality,0.18299194,( S ( VP ( VB ) ( PP ) ) ),( S ( VP ( VB ) ( PP ) ) ),0.0,False,False
13,NavigatePlaylist,Jump to the previous song,skip to above song,[],0,ParaQuality,0.16145365,( S ( VP ( VB ) ( PP ) ) ),( S ( VP ( VB ) ( PP ) ) ),0.0,False,False
13,NavigatePlaylist,Jump to the previous song,previous song again please,[],1,ParaQuality,0.059813984,( S ( VP ( VB ) ( PP ) ) ),( S ( NP ( JJ ) ( NN ) ) ( ADVP ( RB ) ) ( UH ) ),6.0,False,False
13,NavigatePlaylist,Jump to the previous song,play back to previous song,[],1,ParaQuality,0.4637889,( S ( VP ( VB ) ( PP ) ) ),( S ( VP ( VB ) ( ADVP ) ( PP ) ) ),1.0,False,False
13,NavigatePlaylist,Jump to the previous song,can jump to the previous song by using this keyboard,[],0,ParaQuality,0.45356804,( S ( VP ( VB ) ( PP ) ) ),( S ( VP ( MD ) ( VP ) ) ),2.0,False,False
13,NavigatePlaylist,Jump to the previous song,jump to the previous song using skip forrward,[],0,ParaQuality,0.34307143,( S ( VP ( VB ) ( PP ) ) ),( S ( VP ( VB ) ( PP ) ) ),0.0,False,False
13,NavigatePlaylist,Jump to the previous song,Play the most recent song,[],0,ParaQuality,0.22133331,( S ( VP ( VB ) ( PP ) ) ),( S ( VP ( VB ) ( NP ) ) ),1.0,False,False
13,NavigatePlaylist,Jump to the previous song,Which company produces the iPod?,[],0,ParaQuality,-0.031543367,( S ( VP ( VB ) ( PP ) ) ),( SBARQ ( WHNP ( WDT ) ( NN ) ) ( SQ ( VP ) ) ( . ) ),7.0,False,False
13,NavigatePlaylist,Jump to the previous song,Who makes the iPod?,[],0,ParaQuality,-0.02108271,( S ( VP ( VB ) ( PP ) ) ),( SBARQ ( WHNP ( WP ) ) ( SQ ( VP ) ) ( . ) ),6.0,False,False
13,NavigatePlaylist,Jump to the previous song,How iPod are makes?,[],0,ParaQuality,-0.11328094,( S ( VP ( VB ) ( PP ) ) ),( SBAR ( WHADVP ( WRB ) ) ( S ( NP ) ( VP ) ) ( . ) ),6.0,False,False
14,NavigatePlaylist,Skip to the next song,Jump to the next track,[],1,ParaQuality,0.40435597,( S ( VP ( VB ) ( PP ) ) ),( S ( VP ( VB ) ( PP ) ) ),0.0,False,False
14,NavigatePlaylist,Skip to the next song,Play the next song,[],1,ParaQuality,0.4257862,( S ( VP ( VB ) ( PP ) ) ),( S ( VP ( VB ) ( NP ) ) ),1.0,False,False
14,NavigatePlaylist,Skip to the next song,Jump past this song,[],1,ParaQuality,0.14690655,( S ( VP ( VB ) ( PP ) ) ),( S ( VP ( VB ) ( PP ) ) ),0.0,False,False
14,NavigatePlaylist,Skip to the next song,Pass to the next song.,[],1,ParaQuality,0.47570315,( S ( VP ( VB ) ( PP ) ) ),( S ( VP ( VB ) ( PP ) ) ( . ) ),1.0,False,False
14,NavigatePlaylist,Skip to the next song,Move forward to the next song.,[],1,ParaQuality,0.3814559,( S ( VP ( VB ) ( PP ) ) ),( S ( VP ( VB ) ( ADVP ) ( PP ) ) ( . ) ),2.0,False,False
14,NavigatePlaylist,Skip to the next song,Jump to the next song.,[],1,ParaQuality,0.49962246,( S ( VP ( VB ) ( PP ) ) ),( S ( VP ( VB ) ( PP ) ) ( . ) ),1.0,False,False
14,NavigatePlaylist,Skip to the next song,Play the next song,[],1,ParaQuality,0.4257862,( S ( VP ( VB ) ( PP ) ) ),( S ( VP ( VB ) ( NP ) ) ),1.0,False,False
14,NavigatePlaylist,Skip to the next song,I want the next song,[],1,ParaQuality,0.29193497,( S ( VP ( VB ) ( PP ) ) ),( S ( NP ( PRP ) ) ( VP ( VBP ) ( NP ) ) ),4.0,False,False
14,NavigatePlaylist,Skip to the next song,What is the next song?,[],0,ParaQuality,0.22019824,( S ( VP ( VB ) ( PP ) ) ),( SBARQ ( WHNP ( WP ) ) ( VP ( VBZ ) ( NP ) ) ( . ) ),6.0,False,False
14,NavigatePlaylist,Skip to the next song,pass to another song,[],0,ParaQuality,0.29062158,( S ( VP ( VB ) ( PP ) ) ),( S ( VP ( VB ) ( PP ) ) ),0.0,False,False
14,NavigatePlaylist,Skip to the next song,click to another song,[],0,ParaQuality,0.34149915,( S ( VP ( VB ) ( PP ) ) ),( S ( VP ( VB ) ( PP ) ) ),0.0,False,False
14,NavigatePlaylist,Skip to the next song,choose to the other song,[],0,ParaQuality,0.35168186,( S ( VP ( VB ) ( PP ) ) ),( S ( VP ( VB ) ( PP ) ) ),0.0,False,False
14,NavigatePlaylist,Skip to the next song,Play the next SONG,[],1,ParaQuality,0.4257862,( S ( VP ( VB ) ( PP ) ) ),( S ( VP ( VB ) ( NP ) ) ),1.0,False,False
14,NavigatePlaylist,Skip to the next song,start the next SONG,[],1,ParaQuality,0.37241742,( S ( VP ( VB ) ( PP ) ) ),( S ( VP ( VB ) ( NP ) ) ),1.0,False,False
14,NavigatePlaylist,Skip to the next song,Pass over to the next song,[],1,ParaQuality,0.4758183,( S ( VP ( VB ) ( PP ) ) ),( S ( VP ( VB ) ( PP ) ) ),0.0,False,False
14,NavigatePlaylist,Skip to the next song,Let's listen to next track,[],1,ParaQuality,0.17731167,( S ( VP ( VB ) ( PP ) ) ),( S ( VP ( VB ) ( S ) ) ),1.0,False,False
14,NavigatePlaylist,Skip to the next song,Listen to the following music,[],1,ParaQuality,0.216121,( S ( VP ( VB ) ( PP ) ) ),( S ( VP ( VB ) ( PP ) ) ),0.0,False,False
